nodes, dimension, seconds, instances
151,200,0.2198796923076779,15
201,200,0.22042738461538663,15
251,200,0.22569515384615302,15
301,200,0.22697630769230798,15
351,200,0.2232147692307649,15
401,200,0.2321796153846269,15
451,200,0.23401115384614984,15
501,200,0.2291480000000005,15
551,200,0.22887369230768576,15
601,200,0.22588230769229783,15
651,200,0.2255230769230733,15
701,200,0.2288429230769286,15
751,200,0.23014684615386527,15
801,200,0.22913369230768083,15
851,200,0.22787976923077535,15
901,200,0.23039507692308583,15
951,200,0.2335083076922921,15
1001,200,0.2293678461538338,15
1051,200,0.2316073846153848,15
1101,200,0.2332333846153854,15
1151,200,0.2321414615384557,15
1201,200,0.23123284615384312,15
1251,200,0.23064015384614742,15
1301,200,0.2345998461538469,15
1351,200,0.23355715384614611,15
1401,200,0.23624430769231053,15
1451,200,0.23373484615384454,15
1501,200,0.23756476923076136,15
1551,200,0.23374938461538564,15
1601,200,0.2364785384615446,15
1651,200,0.23973438461539096,15
1701,200,0.23725838461538948,15
1751,200,0.23726446153846417,15
1801,200,0.23409630769232045,15
1851,200,0.23611807692307488,15
1901,200,0.24194276923077496,15
1951,200,0.24230007692307692,15
2001,200,0.24476376923075804,15
2051,200,0.24653530769231005,15
2101,200,0.24006223076922267,15
2151,200,0.24070746153845973,15
2201,200,0.24147484615386142,15
2251,200,0.24613207692308728,15
2301,200,0.24460446153845902,15
2351,200,0.24937453846153473,15
2401,200,0.24465030769231186,15
2451,200,0.24155776923075878,15
2501,200,0.24730138461536363,15
101,250,0.33550661538459703,15
151,250,0.336091307692291,15
201,250,0.3303985384615264,15
251,250,0.33404661538460145,15
301,250,0.3342469230769019,15
351,250,0.33730500000000607,15
401,250,0.33767646153845676,15
451,250,0.33966807692307227,15
501,250,0.3360321538461379,15
551,250,0.33724023076923426,15
601,250,0.34019715384616017,15
651,250,0.3379938461538271,15
701,250,0.33817346153847877,15
751,250,0.3439806923076958,15
801,250,0.33903030769226916,15
851,250,0.34084861538461225,15
901,250,0.34175192307691304,15
951,250,0.3404967692307187,15
1001,250,0.3399948461538473,15
1051,250,0.34104776923076174,15
1101,250,0.3423799230769191,15
1151,250,0.34460869230770186,15
1201,250,0.3434718461538138,15
1251,250,0.34239307692307475,15
1301,250,0.3407362307692753,15
1351,250,0.34768999999998695,15
1401,250,0.34632653846150474,15
1451,250,0.3483186923076661,15
1501,250,0.34631807692308203,15
1551,250,0.35200838461538264,15
1601,250,0.34508023076923916,15
1651,250,0.3530799999999947,15
1701,250,0.3500326153846345,15
1751,250,0.3551046923077085,15
1801,250,0.34792546153844867,15
1851,250,0.3563946923076873,15
1901,250,0.35324292307693494,15
1951,250,0.3560274615384392,15
2001,250,0.35720538461533546,15
2051,250,0.354253999999969,15
2101,250,0.35845423076922056,15
2151,250,0.35325230769233956,15
2201,250,0.3610136923077177,15
2251,250,0.35491969230771214,15
2301,250,0.36025715384614787,15
2351,250,0.35665053846155215,15
2401,250,0.35437038461539205,15
2451,250,0.3567156923076989,15
2501,250,0.36517869230769623,15
