nodes, dimension, seconds, instances
2051,100,0.05374669230769222,15
2101,100,0.047776076923076206,15
2151,100,0.054158076923079404,15
2201,100,0.05437046153846126,15
2251,100,0.05693215384615513,15
2301,100,0.05531946153846034,15
2351,100,0.05832223076923089,15
2401,100,0.05683623076922883,15
2451,100,0.05929776923076811,15
2501,100,0.05858692307692501,15
101,150,0.07360238461538415,15
151,150,0.07359830769230878,15
201,150,0.07291761538461554,15
251,150,0.07530930769230355,15
301,150,0.07541784615384127,15
351,150,0.0748887692307676,15
401,150,0.07625815384615792,15
451,150,0.07566861538461686,15
501,150,0.07713530769230531,15
551,150,0.07716338461538569,15
601,150,0.07820038461538559,15
651,150,0.07729130769231154,15
701,150,0.08152769230769125,15
751,150,0.08067961538461405,15
801,150,0.08065546153845997,15
851,150,0.08006261538461956,15
901,150,0.08160092307692406,15
951,150,0.08381546153846606,15
1001,150,0.08249915384615528,15
1051,150,0.08200661538461418,15
1101,150,0.08379099999999959,15
1151,150,0.08346546153846209,15
1201,150,0.0800561538461492,15
1251,150,0.08250715384615148,15
1301,150,0.08291776923077084,15
1351,150,0.08570415384615707,15
1401,150,0.0709623076923068,15
1451,150,0.08767046153845989,15
1501,150,0.08240861538461584,15
1551,150,0.0848273846153813,15
1601,150,0.0877277692307672,15
1651,150,0.08635630769230847,15
1701,150,0.08966184615384411,15
1751,150,0.08815769230769141,15
1801,150,0.09226446153846049,15
1851,150,0.08888176923077122,15
1901,150,0.09161000000000286,15
1951,150,0.09100300000000171,15
2001,150,0.09134438461538472,15
2051,150,0.09024961538461386,15
2101,150,0.09122476923077617,15
2151,150,0.09150823076923477,15
2201,150,0.09246223076923325,15
2251,150,0.09153315384615833,15
2301,150,0.09442207692308102,15
2351,150,0.09470038461537911,15
2401,150,0.0961135384615331,15
2451,150,0.09438953846153726,15
2501,150,0.09595523076923594,15
101,200,0.12218223076923297,15
151,200,0.12693269230768814,15
201,200,0.12486861538461697,15
251,200,0.1236856153846151,15
301,200,0.12640753846153968,15
351,200,0.12397869230769323,15
401,200,0.1257702307692319,15
451,200,0.12543030769231878,15
501,200,0.1249309999999993,15
551,200,0.12700769230769338,15
601,200,0.12572438461539,15
651,200,0.12850261538462002,15
701,200,0.13187976923077388,15
751,200,0.12809523076922547,15
801,200,0.1298523846153833,15
851,200,0.1300015384615344,15
901,200,0.13084153846153648,15
951,200,0.13102823076923406,15
1001,200,0.1306044615384569,15
1051,200,0.13228961538461065,15
1101,200,0.13264323076923182,15
1151,200,0.13199030769230655,15
1201,200,0.13364346153846457,15
1251,200,0.1392324615384662,15
1301,200,0.13173692307692983,15
1351,200,0.13540115384615292,15
1401,200,0.1369552307692284,15
1451,200,0.1362514615384542,15
1501,200,0.13711838461537915,15
1551,200,0.13600038461538588,15
1601,200,0.13977738461539518,15
1651,200,0.13876238461538457,15
1701,200,0.13908861538462028,15
1751,200,0.1434960769230735,15
1801,200,0.14186953846154454,15
1851,200,0.1398331538461548,15
1901,200,0.1430850000000047,15
1951,200,0.14181615384616356,15
2001,200,0.13994261538461764,15
2051,200,0.14504800000000712,15
2101,200,0.14010907692308303,15
2151,200,0.14522853846153794,15
2201,200,0.14269615384615428,15
2251,200,0.14584861538462343,15
2301,200,0.1464282307692359,15
2351,200,0.14455007692305782,15
2401,200,0.14906015384613405,15
2451,200,0.1474953076923253,15
2501,200,0.1455483076923,15
101,250,0.18574646153846375,15
151,250,0.18723292307692838,15
201,250,0.19261961538461492,15
251,250,0.18753007692306659,15
301,250,0.189824307692303,15
351,250,0.1916573076923013,15
401,250,0.1894925384615581,15
451,250,0.19353800000001578,15
501,250,0.18872784615385504,15
551,250,0.19010838461537544,15
601,250,0.19164107692308965,15
651,250,0.19328730769230054,15
701,250,0.1914148461538485,15
751,250,0.18966692307693095,15
801,250,0.1980279230769191,15
851,250,0.19420153846154492,15
901,250,0.19537292307692355,15
951,250,0.1955793846153798,15
1001,250,0.1934156153846166,15
1051,250,0.19748407692305994,15
1101,250,0.19730307692308402,15
1151,250,0.1982365384615325,15
1201,250,0.1995855384615372,15
1251,250,0.19558207692306967,15
1301,250,0.20071823076922504,15
1351,250,0.2040976923076895,15
1401,250,0.20208600000000843,15
1451,250,0.2040823076923175,15
1501,250,0.2017280769230839,15
1551,250,0.2048299230769168,15
1601,250,0.2007580769230755,15
1651,250,0.2041454615384518,15
1701,250,0.2039081538461486,15
1751,250,0.2044359230769321,15
1801,250,0.20657261538460803,15
1851,250,0.20699676923075352,15
1901,250,0.208364692307686,15
1951,250,0.2054277692307752,15
2001,250,0.20654507692306476,15
2051,250,0.2102399230769309,15
2101,250,0.20976246153846362,15
2151,250,0.20801984615383162,15
2201,250,0.21689284615385637,15
2251,250,0.21263923076921942,15
2301,250,0.20887323076922606,15
2351,250,0.20938023076923157,15
2401,250,0.21155192307693718,15
2451,250,0.215163769230768,15
2501,250,0.2138326923077067,15
